,response,query
125151,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin rash "
125152,psoriasis,"abnormal appearing skin ,skin lesion "
125153,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125154,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin rash "
125155,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125156,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles "
125157,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125158,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125159,psoriasis,"skin swelling ,skin lesion ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125160,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125161,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125162,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125163,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,skin rash "
125164,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,skin rash "
125165,psoriasis,"skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125166,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125167,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125168,psoriasis,"skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125169,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125170,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itchy scalp "
125171,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125172,psoriasis,"irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125173,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125174,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itchy scalp "
125175,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itchy scalp "
125176,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp "
125177,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,itchy scalp ,skin rash "
125178,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125179,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125180,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin "
125181,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,itchy scalp "
125182,psoriasis,"skin swelling ,skin lesion ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125183,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin rash "
125184,psoriasis,"skin swelling ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125185,psoriasis,"abnormal appearing skin ,skin lesion ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125186,psoriasis,"skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125187,psoriasis,"skin swelling ,skin growth ,itching of skin "
125188,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125189,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,itchy scalp ,skin rash "
125190,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125191,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,skin dryness, peeling, scaliness, or roughness "
125192,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin rash "
125193,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125194,psoriasis,"skin swelling ,skin lesion ,skin growth ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125195,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125196,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125197,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,joint pain ,itchy scalp "
125198,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125199,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin rash "
125200,psoriasis,"skin lesion ,skin growth "
125201,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125202,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,skin rash "
125203,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125204,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125205,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125206,psoriasis,"skin swelling ,skin lesion ,skin growth ,joint pain ,itching of skin ,itchy scalp "
125207,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp "
125208,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin "
125209,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125210,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain "
125211,psoriasis,"skin lesion ,skin growth ,skin moles ,itching of skin "
125212,psoriasis,"irregular appearing scalp ,joint pain ,skin rash "
125213,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125214,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin "
125215,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125216,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125217,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125218,psoriasis,"skin moles ,joint pain ,itching of skin "
125219,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125220,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125221,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,itching of skin ,itchy scalp "
125222,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125223,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness "
125224,psoriasis,"skin swelling ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125225,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin "
125226,psoriasis,"skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125227,psoriasis,"abnormal appearing skin ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125228,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125229,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,skin rash "
125230,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125231,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125232,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness "
125233,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,skin rash "
125234,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125235,psoriasis,"abnormal appearing skin ,skin lesion ,skin moles ,joint pain "
125236,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125237,psoriasis,"skin swelling ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125238,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125239,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin "
125240,psoriasis,"skin swelling ,skin lesion ,skin growth ,itchy scalp ,skin rash "
125241,psoriasis,"skin swelling ,skin lesion ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125242,psoriasis,"skin swelling ,skin moles ,joint pain ,itchy scalp "
125243,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin rash "
125244,psoriasis,"skin lesion ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125245,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125246,psoriasis,"skin swelling ,skin growth ,skin moles ,itching of skin ,itchy scalp "
125247,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itching of skin "
125248,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125249,psoriasis,"irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125250,psoriasis,"abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125251,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
125252,psoriasis,"skin swelling ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125253,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125254,psoriasis,"abnormal appearing skin ,skin lesion ,joint pain ,skin rash "
125255,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125256,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,skin rash "
125257,psoriasis,"skin lesion ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125258,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,skin rash "
125259,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125260,psoriasis,"skin dryness, peeling, scaliness, or roughness ,skin rash "
125261,psoriasis,"skin swelling ,skin lesion ,joint pain "
125262,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125263,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125264,psoriasis,"joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125265,psoriasis,"abnormal appearing skin ,skin growth ,skin rash "
125266,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125267,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,itching of skin ,itchy scalp "
125268,psoriasis,"abnormal appearing skin ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125269,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125270,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,skin rash "
125271,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125272,psoriasis,"skin lesion ,skin growth ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125273,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125274,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125275,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125276,psoriasis,"itching of skin ,skin rash "
125277,psoriasis,"skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itchy scalp ,skin rash "
125278,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125279,psoriasis,"abnormal appearing skin ,skin moles ,joint pain ,skin rash "
125280,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125281,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125282,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itchy scalp ,skin rash "
125283,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,itchy scalp "
125284,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125285,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,skin rash "
125286,psoriasis,"skin swelling ,itching of skin ,itchy scalp "
125287,psoriasis,"skin swelling ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125288,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125289,psoriasis,"skin swelling ,skin growth ,skin moles ,joint pain ,itching of skin ,skin rash "
125290,psoriasis,"skin growth ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125291,psoriasis,"skin swelling ,skin lesion ,skin growth ,joint pain ,itching of skin ,itchy scalp "
125292,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125293,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125294,psoriasis,"skin swelling ,skin growth ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125295,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125296,psoriasis,"abnormal appearing skin ,skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125297,psoriasis,"skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125298,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin dryness, peeling, scaliness, or roughness "
125299,psoriasis,"skin lesion ,skin growth ,joint pain ,itchy scalp ,skin rash "
125300,psoriasis,"abnormal appearing skin ,skin moles ,itching of skin ,itchy scalp "
125301,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125302,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125303,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,itching of skin ,skin rash "
125304,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125305,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125306,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain ,itching of skin "
125307,psoriasis,"skin swelling ,skin lesion ,skin growth ,joint pain ,itchy scalp ,skin rash "
125308,psoriasis,"skin swelling ,skin lesion ,skin moles ,skin rash "
125309,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125310,psoriasis,"skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin rash "
125311,psoriasis,"abnormal appearing skin ,skin lesion ,itching of skin ,itchy scalp "
125312,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,itchy scalp ,skin rash "
125313,psoriasis,"abnormal appearing skin ,skin lesion ,skin growth ,skin rash "
125314,psoriasis,"skin moles ,joint pain ,itching of skin ,itchy scalp "
125315,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125316,psoriasis,"skin lesion ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125317,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itching of skin ,skin rash "
125318,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125319,psoriasis,"skin swelling ,skin lesion ,skin moles ,joint pain ,itching of skin ,itchy scalp ,skin rash "
125320,psoriasis,"skin lesion ,skin moles ,itching of skin ,skin rash "
125321,psoriasis,"skin swelling ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125322,psoriasis,"irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125323,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125324,psoriasis,"skin swelling ,skin moles ,joint pain "
125325,psoriasis,"irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125326,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125327,psoriasis,"skin swelling ,skin growth ,itchy scalp "
125328,psoriasis,"skin lesion ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125329,psoriasis,"irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125330,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125331,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,itching of skin ,skin rash "
125332,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,itching of skin ,skin rash "
125333,psoriasis,"skin swelling ,irregular appearing scalp ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125334,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125335,psoriasis,"skin swelling ,skin growth ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125336,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin moles ,joint pain "
125337,psoriasis,"skin lesion ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125338,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itching of skin "
125339,psoriasis,"skin swelling ,skin growth ,joint pain ,itchy scalp ,skin rash "
125340,psoriasis,"skin lesion ,joint pain ,itching of skin "
125341,psoriasis,"skin growth ,irregular appearing scalp ,itching of skin ,skin rash "
125342,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125343,psoriasis,"skin swelling ,skin lesion ,joint pain ,skin dryness, peeling, scaliness, or roughness "
125344,psoriasis,"skin swelling ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125345,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin rash "
125346,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin "
125347,psoriasis,"skin growth ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp "
125348,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,skin rash "
125349,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125350,psoriasis,"skin swelling ,skin lesion ,skin growth ,skin moles ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125351,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125352,psoriasis,"skin swelling ,skin lesion ,skin growth ,itching of skin ,itchy scalp "
125353,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125354,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125355,psoriasis,"abnormal appearing skin ,skin lesion ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125356,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125357,psoriasis,"skin lesion ,irregular appearing scalp ,joint pain ,itching of skin ,itchy scalp "
125358,psoriasis,"skin growth ,irregular appearing scalp ,skin moles ,itching of skin ,itchy scalp ,skin rash "
125359,psoriasis,"skin swelling ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness "
125360,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles "
125361,psoriasis,"skin swelling ,skin lesion ,irregular appearing scalp ,skin moles ,skin dryness, peeling, scaliness, or roughness "
125362,psoriasis,"skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125363,psoriasis,"skin swelling ,abnormal appearing skin ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
125364,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,skin growth ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125365,psoriasis,"skin lesion ,itching of skin ,itchy scalp "
125366,psoriasis,"skin swelling ,abnormal appearing skin ,joint pain ,itchy scalp "
125367,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,itchy scalp ,skin rash "
125368,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125369,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,irregular appearing scalp ,skin moles ,itchy scalp ,skin rash "
125370,psoriasis,"skin swelling ,abnormal appearing skin ,skin moles ,joint pain ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125371,psoriasis,"skin swelling ,skin growth ,itchy scalp ,skin rash "
125372,psoriasis,"abnormal appearing skin ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125373,psoriasis,"skin swelling ,abnormal appearing skin ,skin growth ,skin moles ,itchy scalp "
125374,psoriasis,"abnormal appearing skin ,skin growth ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125375,psoriasis,"skin swelling ,skin lesion ,skin moles ,itching of skin ,skin rash "
125376,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,itchy scalp ,skin rash "
125377,psoriasis,"skin swelling ,skin lesion ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,itchy scalp "
125378,psoriasis,"skin swelling ,skin lesion ,skin moles ,skin dryness, peeling, scaliness, or roughness "
125379,psoriasis,"skin growth ,joint pain ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125380,psoriasis,"skin lesion ,irregular appearing scalp ,itching of skin ,skin dryness, peeling, scaliness, or roughness ,skin rash "
125381,psoriasis,"skin swelling ,abnormal appearing skin ,skin lesion ,irregular appearing scalp ,skin moles ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
125382,psoriasis,"abnormal appearing skin ,skin lesion ,joint pain ,itchy scalp ,skin rash "
125383,psoriasis,"skin swelling ,skin growth ,irregular appearing scalp ,joint pain ,skin dryness, peeling, scaliness, or roughness ,itchy scalp ,skin rash "
